event_id,date,date_precision,beach_id,lat,lon,species_group,species,count_class,stings,source_type,source_url,confidence,notes
2025-04-12-mont_choisy-1,2025-04-12,day,mont_choisy,,,unknown,,unknown,,coastguard,https://www.lemauricien.com/actualites/societe/mon-choisy-presence-de-meduses-signalee/704385/,medium,NCG reported jellyfish in Mon Choisy lagoon Sat 12 Apr; year 2025 inferred from weekday and article id sequence. Also topfm 'Alerte aux méduses à Mon Choisy'.
2025-07-21-grand_baie-1,2025-07-21,day,grand_baie,,,unknown,,unknown,,coastguard,https://lexpress.mu/s/la-prudence-est-de-mise-547577,medium,NCG reported jellyfish in Grand-Baie lagoon Mon 21 Jul; year 2025 inferred from weekday and article id sequence.
2025-09-11-blue_bay-1,2025-09-11,day,blue_bay,,,unknown,,unknown,,coastguard,https://ionnews.mu/attention-aux-meduses-a-blue-bay-2/,low,"NCG informed the public of jellyfish in Blue-Bay lagoon Thu 11 Sep; year 2025 or 2014 by weekday, 2025 assumed; verify on page."
2025-09-19-mont_choisy-1,2025-09-19,day,mont_choisy,,,unknown,,unknown,,coastguard,https://defimedia.info/meduses-signalees-mont-choisy-et-trou-aux-biches-prudence-en-mer,medium,NCG reported jellyfish in Mont Choisy and Trou-aux-Biches lagoons on the morning of Fri 19 Sep 2025.
2025-09-19-trou_aux_biches-1,2025-09-19,day,trou_aux_biches,,,unknown,,unknown,,coastguard,https://defimedia.info/meduses-signalees-mont-choisy-et-trou-aux-biches-prudence-en-mer,medium,NCG reported jellyfish in Mont Choisy and Trou-aux-Biches lagoons on the morning of Fri 19 Sep 2025.
2026-01-01-la_cambuse-1,2026-01-01,day,la_cambuse,,,unknown,,unknown,,coastguard,https://ionnews.mu/alerte-aux-meduses-dans-le-lagon-de-la-cambuse-et-ses-environs/,high,NCG warned of jellyfish in La Cambuse lagoon and surroundings Thu 1 Jan 2026.
2026-01-02-la_cambuse-2,2026-01-02,day,la_cambuse,,,unknown,,unknown,,coastguard,https://fr.allafrica.com/stories/202601020264.html,high,NCG again detected jellyfish at La Cambuse on 2 Jan 2026 (lexpress via allAfrica).
undated-aug29-trou_aux_biches,,unknown,trou_aux_biches,,,unknown,,unknown,,coastguard,https://defimedia.info/attention-aux-meduses-alerte-dans-les-lagons-de-trou-aux-biches-pointe-aux-piments-et-mont-choisy,low,Central Barracks statement Thu 29 Aug; year is 2019 or 2024 (both Thursdays); resolve from the article page.
undated-aug29-pointe_aux_piments,,unknown,pointe_aux_piments,,,unknown,,unknown,,coastguard,https://defimedia.info/attention-aux-meduses-alerte-dans-les-lagons-de-trou-aux-biches-pointe-aux-piments-et-mont-choisy,low,Central Barracks statement Thu 29 Aug; year is 2019 or 2024 (both Thursdays); resolve from the article page.
undated-aug29-mont_choisy,,unknown,mont_choisy,,,unknown,,unknown,,coastguard,https://defimedia.info/attention-aux-meduses-alerte-dans-les-lagons-de-trou-aux-biches-pointe-aux-piments-et-mont-choisy,low,Central Barracks statement Thu 29 Aug; year is 2019 or 2024 (both Thursdays); resolve from the article page.
undated-sep06-blue_bay,,unknown,blue_bay,,,unknown,,unknown,,coastguard,https://defimedia.info/blue-bay-attention-aux-meduses,low,"Blue Bay Marine Park lagoon, Tue morning 6 Sep; year 2016 or 2022 (both Tuesdays); resolve from the article page."
undated-sep02-blue_bay,,unknown,blue_bay,,,unknown,,few,,social,https://defimedia.info/des-meduses-apercues-sur-la-plage-de-blue-bay,low,Reader report of jellyfish on the sand over the weekend of 2-3 Sep (2017 or 2023); NCG said no alert had been issued.
undated-la_prairie,,unknown,la_prairie,,,unknown,,unknown,,coastguard,https://defimedia.info/alerte-aux-meduses-la-prairie,low,Police caution for La Prairie lagoon after NCG sighting; date not in snippet.
undated-bras_deau,,unknown,bras_deau,,,unknown,,unknown,,coastguard,https://defimedia.info/bras-deau-la-police-alerte-sur-la-presence-de-meduses,low,Police alert for Bras d'Eau public beach near Poste Lafayette on a Wednesday; date not in snippet.
undated-belle_mare-thu,,unknown,belle_mare,,,unknown,,unknown,,coastguard,https://defimedia.info/alerte-aux-meduses-1,low,Police Press Office statement on a Thursday about Belle Mare lagoon; date not in snippet.
undated-north-physalia,,unknown,pereybere,,,physalia,,unknown,,press,https://www.lemauricien.com/le-mauricien/mise-en-garde-des-meduses-nord/80748/,low,"Older Le Mauricien warning: bad weather made the northern lagoon favourable to jellyfish at Pereybere, Trou-aux-Biches, Mon-Choisy; explicitly mentions Portuguese man o' war pushed by wind from the north. Date not in snippet (article id suggests 2013-2014)."
